name,website,facebook,street,city,county,state,zip
MAIN STREET FARMERS MARKET,,,Main St Moshannon Enterprise Bldg,Philipsburg,Centre County,Pennsylvania,
Main Street Farmers Market Downtown Aledo,http://www.aledomainstreet.com,https://www.facebook.com/aledomainstreet,201 West Main Street,Aledo,Mercer,Illinois,61231
Main Street Farmers Market of Olney,,,202 E MAIN ST,OLNEY,Richland,Illinois,62450
Main Street Farmers' Market,http://www.mainstreetsteamboatsprings.com,,Lincoln Ave. on 6th St.,Steamboat Springs,Routt,Colorado,
Main Street Greenfield's Farmers Market,http://www.greenfieldiowa.com,,South side of Courthouse Square,Greenfield,Adair,Iowa,50849
Main Street Hanford Thursday Night Market Place,http://www.mainstreethanford.com,https://www.facebook.com/MainStreetHanford,7th Street & Irwin Street,Hanford,Kings,California,93230
Main Street Maple Shade Farmers Market ,,https://www.facebook.com/mapleshadefarmersmarket,"Gazebo Park, Main Street  and Forklanding Road",Maple Shade ,Burlington,New Jersey,8052
"Main Street MArket - Roselle, Il.",http://www.mainstreetmarketroselle.com,,344 e maple ave,roselle,DuPage,Illinois,60172
Main Street Market of Carrolton,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=297,,101 North Main Street,Carrolton,Carroll,Missouri,64633
Main Street Marketplace,,,Corner of Hampton Street & Main Street,Columbia,Richland,South Carolina,29201
Main Street Marshfield Farmers Market,http://www.mainstreetmarshfield.com,,641 S. Central Avenue,Marshfield,Wood,Wisconsin,54449
Main Street Newnan's Market Day,http://www.mainstreetnewnan.com/documents/2013cdmarketday.pdf,,1 LaGrange Street,Newnan,,Georgia,30263
Main Street Paris Farmers Market,http://www.mainstreetparis.com,,Southside of Square,Paris,Edgar,Illinois,60420
Main Street Portsmouth Farmers Market ,,https://www.facebook.com/pages/Main-Street-Portsmouth-Farmers-Market/121334127915677,Corner of Gallia & Chillicothe Streets,Portsmouth,,Ohio,45662
Main Street Roswell Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,400 N Virginia,Roswell,Chaves,New Mexico,
Main Street Saturday Market of Murfreesboro,http://www.downtownmurfreesboro.com,Saturday Market on the Square,historic public square of downtown Murfreesboro around the courthouse,Murfreesboro,Rutherford,Tennessee,37130
Main Street South Orange Farmers' Market,http://www.mainstreetsouthorange.org,,14 Sloan Street,South Orange,Essex,New Jersey,7079
Main Street Square Farmers' Market,http://Www.MainStreetSquareRC.Com,,512 Main Street,Rapid City,Pennington,South Dakota,57701
Main Street Statesboro Farmers Market,http://www.StatesboroFarmersMarket.com,https://www.facebook.com/TheMainStreetStatesboroFarmersMarket?ref=hl,2 East Main Street,Statesboro ,Bulloch,Georgia,30458
Main Street Woodbury Farmers Market,http://www.mainstreetwoodbury.org/ls/farmersmarket.html,,Cooper Street and Railroad Avenue,Woodbury,Gloucester,New Jersey,8096
Main Street Woodstock Farmers Market,http://www.mainstreetwoodstock.org,https://www.facebook.com/MainStreetWoodstock,Market Street and Elm Street,Woodstock,Cherokee,Georgia,30188
"Main Street Wooste, Inc.",,,N. Market Street Quad.,Wooster,Wayne,Ohio,44691
MainStreet Libertyville Farmers Market,http://www.libertyvillefarmersmarket.org,,W Church Street,Libertyville,Lake,Illinois,60048
MainStreet's Dowtown Farmers Market,,,8 Broad Street,Alexander City,Tallapoosa,Alabama,35010
Maitland Farmers' Market,http://www.itsmymaitland.com,,701 Lake Lily Drive,Maitland,Orange,Florida,
Maize Valley Farmers Market,http://www.maizevalleywinery.com/homegrown,,6193 Edison Street NE,Hartville,Stark,Ohio,44632
Makawao Marketplace ,http://www.localharvest.org/makawao-marketplace-M39565,,3654 Baldwin Ave. (Maui),Makawao,,Hawaii,96768
"Makeke Kapolei, a farmers' & green market",http://www.makeke.org,https://www.facebook.com/MakekeKapolei,91-5007 Kapolei Parkway,Kapolei,Honolulu,Hawaii,96707
Makiki District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,1527 Keeaumoku Street,Honolulu,Honolulu,Hawaii,96822
Maku?u Farmers Market Corporation,,,15-2131 Keaau Pahoa Highway,Pahoa,Hawaii,Hawaii,96778
Malabar Farm Market,,,Pleasant Valley Road,Lucas,Lucas,Ohio,
Malcolm X Boulevard Community Farmers Market,,,"Malcolm X Blvd & Chauncey,",Brooklyn,Kings,New York,11233
Malden Farmers Market,http://www.maldenchamber.org,,200 Pleasant St,Malden,Middlesex,Massachusetts,2148
Malibu Farmer's Market,http://www.malibufarmersmarket.net,,23519 Civic Center Way,Malibu,Los Angeles,California,90265
Malone Farmers' Market,http://www.adirondackfarmersmarket.com,,Rt. 11 Malone Airport,Malone,Franklin,New York,12953
Malta Farmers' Market,http://www.maltafarmersmarket.org,https://www.facebook.com/pages/Malta-Farmers-Market/260306257415569,2570 Route 9 ,Ballston Spa,Saratoga,New York,12020
Malvern Farmers Market,,,City Park,Malvern,Hot Spring,Arkansas,72104
Mamaroneck Winter Farmers Market,http://www.DowntoEarthMarkets.com,https://www.facebook.com/DowntoEarthMarkets,168 W. Boston Post Rd.,Mamaroneck,Westchester,New York,10543
Mammoth CFM,,,Old Mammoth Rd. ,Mammoth Lake,INYO,California,
Mammoth Market,,,Main Street,Mammoth Lake,Mono,California,
Mamo Street Market,,,Mamo Parking Lot,Hilo,Hawaii,Hawaii,96720
Manachester Farmers Market,,,Adrian Street,Manchester,Washtenaw,Michigan,48158
Manakin Market,http://www.rvagriculture.org,https://www.facebook.com/rvagriculture.org,68 Broad Street Road,Manakin-Sabot,Goochland,Virginia,23103
Mancelona Farmer's Market ,http://mancelonafarmersmarket.weebly.com,facebook.com/mancelonafarmersmarket,121 E State Street,Mancelona,Antrim,Michigan,49659
MANCHESTER COMMUNITY COLLEGE FARMERS’ MARKET,,,"Village Courtyard, Manchester Community College",Manchester,Hartford,Connecticut,6040
Manchester Farmers Market,,,South Tama Street,Manchester,Delaware,Iowa,52057
Manchester Farmers Market,,,"Main & Forest Streets, Town parking lot",Manchester,Hartford,Connecticut,6040
Manchester Farmers Market,http://manchesternhfarmersmarket.com/,https://www.facebook.com/pages/Manchester-Farmers-Market/132339843447323,Concord & Pine,Manchester ,Hillsborough,New Hampshire,3105
Manchester Locally Grown online farmers' market,,https://www.facebook.com/ManchesterLocallyGrownFarmersMarket?ref=hl,113 East Main Street,Manchester,Coffee,Tennessee,37355
Mancos Farmer's Market,http://www.mancoscolorado.com,,178 E. Frontage Rd.,Mancos,Montezuma,Colorado,81328
Mandan Farmers Market,,,East Main St.,Mandan,Morton,North Dakota,58554
Mandarin Farmers Market by the Whole Foods Market,http://www.mandarinfarmersmarket.com,,10601 San Jose Boulevard,Jacksonville,Duval,Florida,32259
Mandeville Trailhead Community Farmers' Market,http://www.mandevilletrailhead.com,,675 Lafitte St.,Mandeville,St. Tammany,Louisiana,70448
Mandt Marketplace,,www.facebook.com/mandtmarketplace,811 Fourth Streert,Stoughton,Dane,Wisconsin,53589
Mangum Farmer's Market ,,https://www.facebook.com/groups/436429905281/,Greer County Courthouse Square,Mangum,,Oklahoma,73554
Manhattan Beach Farmers Market,http://www.mbfarmersmarket.com,,"13th Street, between Valley and Morningside Drives",Manhattan Beach,Los Angeles,California,90266
Manhattan Farmers Market,,https://www.facebook.com/pages/Manhattan-Farmers-Market/143100112435501,Downtown Manhattan in Railroad Park on West Main,Manhattan,Gallatin,Montana,59741
Manistee Farmers Market,http://manisteekitchen.org/,https://www.facebook.com/pages/Manistee-Farmers-Market/203800259657175,Memorial Drive,Manistee,Manistee,Michigan,49660
Manistique Farmers' Market,http://www.manistiquefarmersmarket.com,https://www.facebook.com/mstqfarmersmkt,180 N. Maple,Manistique,Schoolcraft,Michigan,49854
Manitou Springs Midweek Farmers Market,http://www.80829.com,,Downtown Manitou Springs at Soda Springs Park,Manitou,El Paso,Colorado,80829
Manitowoc Farmers' Market,http://www.manitowoc.org,,Northeast corner of S 8th and Quay Streets along the Manitowoc river.,Manitowoc,Manitowoc,Wisconsin,54220
Mankato Farmers Market,http://www.mankatofarmersmarket.com,https://www.facebook.com/pages/Mankato-Farmers-Market/60602276251,1895 Adams St,Mankato,Blue Earth,Minnesota,56001
Manlius Farmers Market,http://www.manliusvillage.org,,"Behind Sno-Top, off Arkie Albanese Ave",Manlius,Onondaga,New York,
Manning Farmers Market,,,SC Highway 261 East,Manning,Clarendon,South Carolina,29102
Manoa Valley District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,2721 Kaaipu Avenue,Honolulu,Honolulu,Hawaii,96826
Mansfield Farmers Market,,,"Public Parking, 80 North Main Street",Mansfield,Bristol,Massachusetts,2048
Mansfield Growers Market,http://www.mansfieldgrowersmarket.wordpress.com,https://www.facebook.com/mansfieldgrowersmarket,30 E. Wellsboro Street,Mansfield,Tioga,Pennsylvania,16933
Mansfield Texas Farmers Market,http://www.mansfieldfarmersmarket.net,https://www.facebook.com/mansfieldtxfarmersmarket,206 Smith Street,Mansfield ,Tarrant,Texas,76063
Manson Farmers Market,,,Water Tower Park on 8th Street,Manson,Calhoun,Iowa,50563
Manson Farmers Market,,https://www.facebook.com/MansonFarmersMarket,,Manson,Chelan,Washington,98831
Manteca Certified Farmers Market,http://www.visitmanteca.org,,100 Manteca Avenue,Manteca,San Joaquin,California,95337
Manteno Chamber of Commerce Farmers' Market,http://www.mantenochamber.com,https://www.facebook.com/mantenochamber,50 S. Main Street,Manteno,Kankakee,Illinois,60950
Many Market,http://www.toledobendlakecountry.com/pages/green-markets,,Sabine Parish Fairgrounds,Many,Sabine Parish,Louisiana,
Manzanita Farmers Market,http://www.manzanitafarmersmarket.com,https://www.facebook.com/groups/114245511954404/admins/?order=default,467 Laneda Ave.,Manzanita,Tillamook,Oregon,97130
Maple Grove Farmers Market,http://www.maplegrovefarmersmarket.com,https://www.facebook.com/#!/maplegrovefarmersmarket,12951 Weaver Lake Road,Maple Grove,Hennepin,Minnesota,55369
Maple Lake Farmers Market,,,Highway 55 Maple Lake,Maple Lake,Wright,Minnesota,
Maple Valley Farmers' Market,http://www.maplevalleyfarmersmarket.org,https://www.facebook.com/Maplevalleyfarmersmarket, 25700 Maple Valley Hwy. SE,Maple Valley,King,Washington,98038
Maplewood Farmers Market,http://www.maplewoodnj.org,,Springfield Ave. at Indiana St.,Maplewood,Essex,New Jersey,7040
Maquoketa Farmers Market,,,1215 East Platt Street,Maquoketa,Jackson,Iowa,52060
Mar Vista Farmers' Market,http://www.marvistafarmersmarket.org,,3826 Grand View Blvd/ Grand View at Venice Blvd,Los Angeles,Los Angeles,California,90066
Marana Farmers' Market,http://www.communityfoodbank.org,,13395 N. Marana Main St.,Marana,Pima,Arizona,85653
Marando Farms,http://www.marandofarms.com,,1401 SW 1st Avenue,Fort Lauderdale,Broward,Florida,33315
Marble Hill YM,http://www.grownyc.org,https://www.facebook.com/BronxGreenmarkets,225th St. between Broadway and Exterior,Bronx,Bronx,New York,10034
Marblehead Farmers Market,http://www.marbleheadfm.com,https://www.facebook.com/pages/Marblehead-Farmers-Market/111433012220845,Vine Street,Marblehead,Essex,Massachusetts,1945
Marceline Farmers' Market (MABCC),http://www.marcellinemarket.com ,,"Ripley Park, Main Street",Marceline ,Linn,Missouri,64658
Marco Island Farmers Market,http://www.cityofmarcoisland.com/index.aspx?page=161,,Elkcam Circle and Park Avenue,City of Marco Island,Collier,Florida,34145
Marengo Friday Farmers Market,,,W Washington St. at S Ann St.,Marengo,,Illinois,60152
margate community market,http://www.steveandcookies.com,,9700 amherst ave,margate,Atlantic,New Jersey,8402
Maria Hernandez Park Farmers Market,,,"Maria Hernandez Park, Knickerbocker Aves",New York City,Kings,New York,
Marian University Farmers' Market at the Indy Cycloplex,http://marian.edu/marian-university-farmers'-market,,3649 Cold Spring Road,Indianapolis,Marion,Indiana,46222
Marianna Farmers Market,,,Downtown on Poplar St.,Marianna,Lee,Arkansas,72368
Marietta Market,http://www.mariettamarket.org,,Front & Pine Streets,Marietta,Lancaster,Pennsylvania,17547
Marietta Square Farmers Market,http://www.MariettaSquareFarmersMarket.com,https://www.facebook.com/mariettasquarefarmersmarket,65 Church St,MARIETTA,Cobb,Georgia,30060
Marilyn Miller FM,,,1700 Churn Creek Rd .,Redding,Shasta,California,
Marin Country Mart Farmers Market ,http://www.marincountrymart.com/farmers-market,https://www.facebook.com/MarinCountryMartFarmersMarket?fref=ts,Sir Francis Drake Blvd and Larkspur Landing Circle,Larkspur,,California,94939
Marina Certifed Farmers' Market,http://www.everyonesharvest.org,https://www.facebook.com/EveryonesHarvest,215 Reservation Rd.,Marina,Monterey,California,93933
Marina Park Farmers Market,http://www.farmfreshri.org/find/farmersmarkets.php,,Marina Park,Wakefield,Washington,Rhode Island,2879
Marinette Farmers Market,,,Main St & Wells St.,Marinette,Marinette,Wisconsin,54143
Marinwood Community Farmers Market,,https://www.facebook.com/marinwoodcommunityfarmersmarket,Marinwood Avenue and Miller Creek ,San Rafael,Marin,California,94903
Marion (VA) Regional Farmers Market,http://www.marionva.org,https://www.facebook.com/pages/The-Town-of-Marion-Virginia/198715876807088,Corner of Chestnut and Cherry Streets,Marion,Smyth,Virginia,24354
Marion County Farmers Market,,,Highway 76,Mullins,Marion,South Carolina,29574
Marion County Farmers Market,,https://www.facebook.com/MarionCountyAlabamaExtensionOffice,2151 Bexar Avenue West,Hamilton,Marion,Alabama,35570
Marion Farmers Market,,,1001 7th Avenue,Marion,Linn,Iowa,52302
Marion Farmers Market,,,"507 W. Main, Senior Citizens Parking Lot",Marion,Williamson,Illinois,62959
Marion Farmers' Market,http://www.marionfarmersmarket.com,,2222 Marion-Mt. Gilead Rd.,Marion,Marion,Ohio,43302
Marion Open Air Market,,https://www.facebook.com/MarionsOpenAirMarket,1500 S. Western Ave.,Marion,Grant,Indiana,46953
Marion VA Farmers Market,,,2401 W. Main Street,Marion  ,Williamson,Illinois,62959
Mariposa Certified Farmer's Market,,,6th St. parking lot on Stroming Rd.,Mariposa,Mariposa,California,95338
Mark's Farm Market & Greenhouses,http://www.marksfarmmarket.com,,4374 W US Hwy 20,LaPorte,LaPorte,Indiana,46350
Market & Penn Streets Farmers' Market,http://www.pennstreetfarmersmarket.com,,380 W. Market Street,York,York,Pennsylvania,17401
Market at 15th & High ,http://www.marketat15thandhigh.blogspot.com/,,1871 North High Street,Columbus,,Ohio,43210
Market at DC Ranch,http://www.dcranch.com,,Southeast corner of Pima & Thompson Peak roads,Scottsdale,Maricopa,Arizona,85250
Market at Echter’s Garden Center,http://www.arvadafarmersmarket.com/,, 5150 Garrison St,Arvada,Jefferson County,Colorado,
Market at Lock 3,http://www.downtownakron.com/market,https://www.facebook.com/pages/Market-at-Lock-3/119098968127379,200 S. Main St.,Akron,Summit,Ohio,44308
"Market at the Parkway, Richland, WA",http://www.marketattheparkway.com,,The Parkway & Lee Blvd.,Richland,Benton,Washington,99352
Market Day RCAC,,,13794 Woodworth Rd,New Springfield,Mahoning,Ohio,44443
Market Days at Marcellus Park,http://www.park.marcellusny.com/,,2449 Platt Road,Marcellus,Onondaga,New York,13108
Market Faire on the Square,http://www.hagerstownmarket.org,https://www.facebook.com/historiccityfarmersmarket,Public Square,Hagerstown,Washington,Maryland,21740
Market in Downtown Yuma,http://www.yumafoodbank.org,,Downtown Main Street,Yuma,Yuma,Arizona,85365
Market in the Loop,http://www.themarketintheloop.com,,"8420 Delmar, Delmar and Berick intersection in University City MO",University City,St. Louis,Missouri,63130
Market in the Park,http://www.OSFMI.com,Oshkosh Saturday Farmers Market Inc,South Park Ave & Georgia St,Oshkosh,Winnebago,Wisconsin,54901
Market in the Park - Ferryville,,,,Ferryville,Crawford,Wisconsin,54628
Market Monday/Sartell Winter Market,http://www.marketmonday.org,https://www.facebook.com/pages/Market-MondaySartell-Saturday-Winter-Market/204582149559040,125 Pinecone Road North,Sartell,Stearns,Minnesota,56377
Market on Central - Farmers Market in Historic Downtown Fort Dodge,http://www.fdmarketoncentral.com,https://www.facebook.com/marketoncentral,7th to 10th Street on Central Avenue,Fort Dodge,Webster,Iowa,50501
Market on Madison,,,314 Madison Street ,Dublin,Laurens County,Georgia,
Market on South Main,,,133 S. Main,Marshall,Madison,North Carolina,28753
Market on the Green,http://www.marketonthegreen.com,https://www.facebook.com/marketonthegreen,Main Street on the Town Common,New London,Merrimack,New Hampshire,3257
Market on the Hill,,,Old Shell Road and University Boulevard,Mobile,Mobile,Alabama,36606
Market on the Hill,http://www.market.queenofapostles.net,,449 W. Wisconsin,Pewaukee,Waukesha,Wisconsin,53072
Market on the Plaza,http://www.townofmountainvillage.com/market,,,Mountain Village,San Miguel,Colorado,81435
Market on the Plaza,,https://www.facebook.com/MarketOnThePlaza,345 High Street,Hamilton ,Butler,Ohio,45011
Market on the Square,,,Cathedral Square,Mobile,Mobile,Alabama,36633
Market on the Square,,,Hwy 18E and Hwy 19N,Zebulon,Pike,Georgia,30295
Market on the Square,,,"US 42, Courthouse Square",Warsaw,Gallatin,Kentucky,
Market Place at Sheriff Road,,,,Washington,District of Columbia,District of Columbia,20019
Market Place On Broadway,,,106 East Broadway,Ardmore,Carter,Oklahoma,73401
Market Square,http://www.ci.reidsville.nc.us,https://www.facebook.com/pages/Market-Square-Reidsville-NC/196910193776149?ref=hl,303 S. Scales St.,Reidsville,Rockingham,North Carolina,27320
"Market Square, Farmers Market",http://www.paristexas.gov/index.aspx?nid=319,https://www.facebook.com/pages/Market-Square-Farmers-Market-Paris-Texas/124927590924139,400 1ST Street S.W.,"Paris, Texas",Lamar,Texas,75460
Marketplace at Armstrong Park,http://www.i-c-d.org,,Rampart St. and Basin St.,New Orleans,Orleans,Louisiana,70116
